1999,false,false,false,false,false,false,false,false
2000,false,false,false,false,false,false,false,false
2001,false,false,false,false,false,false,false,false
2002,true,true,true,true,true,true,true,true
2003,false,false,false,false,true,true,true,false
2004,false,false,true,false,false,false,true,false
2005,true,false,true,false,true,false,true,false
2006,true,false,true,true,true,false,true,false
2007,true,true,false,false,false,false,true,false
2008,false,true,true,false,true,false,true,false
2009,true,true,true,true,true,true,true,false
2010,false,false,false,false,true,true,true,false
2011,false,true,true,false,true,false,true,false
2012,false,false,false,false,false,false,false,false
2013,false,false,false,false,false,false,false,false
2014,false,true,false,false,false,false,true,false
2015,false,false,false,false,true,true,true,false
2016,true,false,false,true,false,true,true,false
2017,false,false,true,true,true,false,true,false
2018,false,false,false,true,true,false,true,false
2019,false,false,false,false,false,true,false,false
2020,false,false,false,false,false,false,false,false
2021,false,false,false,false,false,false,false,false
2022,false,false,false,false,false,false,false,false
