1999,false,false,false,false,false,false,false,false
2000,false,false,false,false,false,false,false,false
2001,false,false,false,false,false,false,false,false
2002,false,false,false,false,false,false,false,false
2003,false,false,false,false,false,false,false,false
2004,false,false,false,false,false,false,false,false
2005,false,false,false,false,false,false,false,false
2006,false,false,false,false,false,false,false,false
2007,false,false,false,false,false,false,false,false
2008,false,false,false,false,false,false,false,false
2009,false,false,false,false,false,false,false,false
2010,false,false,false,false,false,false,false,false
2011,false,false,false,false,false,false,false,false
2012,false,false,false,false,false,false,false,false
2013,false,false,false,false,false,false,false,false
2014,false,false,false,false,false,false,false,false
2015,false,false,false,false,false,false,false,false
2016,false,false,false,false,false,false,false,false
2017,false,false,false,false,false,false,false,false
2018,false,false,false,false,false,false,false,false
2019,false,false,false,false,false,false,false,false
2020,false,false,false,false,false,false,false,false
2021,false,false,false,false,false,false,false,false
2022,false,false,false,false,false,false,false,false
