1999,false,true,true,true,true,true,true,true
2000,false,true,true,true,true,true,true,true
2001,false,true,true,true,true,true,true,true
2002,false,false,false,true,true,true,false,true
2003,false,false,true,true,false,false,false,false
2004,true,true,false,false,false,false,false,false
2005,false,false,false,true,false,false,false,false
2006,false,false,true,true,false,false,false,false
2007,false,false,false,true,true,false,false,false
2008,false,true,true,true,true,false,false,false
2009,true,true,true,true,true,false,false,false
2010,false,false,true,true,true,false,false,false
2011,true,false,false,false,true,false,false,true
2012,false,false,true,true,false,false,false,true
2013,true,true,true,true,true,false,false,false
2014,false,false,true,true,true,false,false,false
2015,false,true,false,true,false,false,false,true
2016,true,false,true,true,false,false,false,true
2017,true,false,false,false,false,false,false,true
2018,true,true,false,true,true,false,false,false
2019,false,false,false,false,false,false,false,false
2020,false,false,false,false,false,false,false,false
2021,false,false,false,false,false,false,false,false
2022,false,false,false,false,false,false,false,false
